raw_affiliation,canonical_affiliation,country,region,source,confidence
Centre de Recherche Cerveau et Cognition,Académie de Paris,France,Europe,university_dataset,0.855
Celect,Celect,Unknown,Other/Unknown,unknown,0.0
"University of Washington, Seattle",Seattle Colleges,United States,United States,university_dataset,0.9
"University of Massachusetts, Amherst",University of Massachusetts Amherst,United States,United States,manual_substring,0.9
Ecole polytechnique,École Polytechnique,France,Europe,university_dataset,0.8947368421052632
Brigham Young University,Brigham Young University,United States,United States,university_dataset,1.0
Institut Supérieur de l'Aéronautique et de l'Espace,Académie de Paris,France,Europe,university_dataset,0.855
Toulouse School of Economics,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
TSE,TSE,Unknown,Other/Unknown,unknown,0.0
NTT,NTT,Unknown,Other/Unknown,unknown,0.0
FriendliAI,FriendliAI,Unknown,Other/Unknown,unknown,0.0
"Department of Computer Science and Engineering, The Chinese University of Hong Kong",The Chinese University of Hong Kong,Hong Kong,China,university_dataset,0.9
"University of Roma ""La Sapienza""","University of Roma ""La Sapienza""",Italy,Europe,university_dataset,1.0
University of Milan - Bicocca,University of Milan - Bicocca,Italy,Europe,university_dataset,1.0
Weizmann Institute,Weizmann Institute of Science,Israel,Middle East & Africa,university_dataset,0.9
Boston University,Boston University,United States,United States,manual_substring,0.9
University of Pittsburgh,University of Pittsburgh,United States,United States,university_dataset,1.0
University of Victoria,University of Victoria,Canada,Canada,university_dataset,1.0
University of Illinois at Urbana-Champaign (UIUC),University of Illinois Urbana-Champaign,United States,United States,university_dataset,0.95
IBM Watson,IBM Research,United States,United States,manual_substring,0.9
"Queen Mary, University of London","Queen Mary, University of London",United Kingdom,Europe,university_dataset,1.0
UCLA,"University of California, Los Angeles",United States,United States,manual_exact,1.0
Aithyra,Aithyra,Unknown,Other/Unknown,unknown,0.0
Skild AI,Skild AI,Unknown,Other/Unknown,unknown,0.0
Nanyang Technological University,Nanyang Technological University,Singapore,Asia-Pacific (excl. China),university_dataset,1.0
University of Wrocław,University of Wroclaw,Poland,Europe,university_dataset,0.9523809523809522
Université Paris-Sud,Université M'hamed Bouguerra de Boumerdes,Algeria,Middle East & Africa,university_dataset,0.855
ByteDance Inc.,ByteDance,China,China,manual_substring,0.9
National Tsinghua University,National Tsing Hua University,Taiwan,China,manual_exact,1.0
SenseTime,SenseTime,China,China,manual_substring,0.9
ETH Zurich,ETHZ - ETH Zurich,Switzerland,Europe,university_dataset,0.9
Westlake University,Webster University,United States,United States,university_dataset,0.8648648648648648
Argonne National Laboratory,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
International Digital Economy Academy,Academy of Arts,Albania,Other/Unknown,university_dataset,0.855
"FAIR, Meta",Meta AI,United States,United States,manual_substring,0.9
Yonsei University,Yonsei University,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Samsung SDS,Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Meta Platforms Inc.,Meta AI,United States,United States,manual_substring,0.9
Bucknell University,Bucknell University,United States,United States,university_dataset,1.0
Samsung Research America,Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
University of Virginia,University of Virginia,United States,United States,manual_substring,0.9
"Indiana University, Bloomington",Indiana University - Bloomington,United States,United States,university_dataset,0.9523809523809522
HRL Labs,HRL Labs,Unknown,Other/Unknown,unknown,0.0
Lawrence Livermore National Labs,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
"Computer Science Departmen, Technion-Israel Institute of Technology",Technion - Israel Institute of Technology,Israel,Middle East & Africa,university_dataset,0.975
University on North carolina,University of South Carolina,United States,United States,university_dataset,0.8571428571428572
Salesforce Research,Salesforce Research,United States,United States,manual_substring,0.9
CISPA – Helmholtz Center for Information Security,Helmholtz Association,Germany,Europe,manual_substring,0.9
Yale University,Yale University,United States,United States,manual_substring,0.9
University of New South Wales,University of New South Wales,Australia,Asia-Pacific (excl. China),university_dataset,1.0
Royal Melbourne Institute of Technology,Royal Melbourne Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,1.0
Vodafone Institute,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
"Department of Software Engineering, Shenzhen University",Shenzhen University,China,China,university_dataset,0.9
Shenzhen University,Shenzhen University,China,China,university_dataset,1.0
Imperial College London,Imperial College London,United Kingdom,Europe,manual_substring,0.9
Meta AI,Meta AI,United States,United States,manual_substring,0.9
Adobe,Adobe Research,United States,United States,manual_substring,0.9
"Department of Computer Science, University of Washington",University of Washington,United States,United States,university_dataset,0.9
"Computer Science Department, Stanford University",Stanford University,United States,United States,university_dataset,0.9
Xerox,Xerox,Unknown,Other/Unknown,unknown,0.0
National Taiwan University,National Taiwan University,Taiwan,China,manual_substring,0.9
Max-Planck Institute Informatics,Max Planck Institute,Germany,Europe,manual_substring,0.9
Shanghai AI Laboratory,Johns Hopkins University Applied Physics Laboratory,United States,United States,university_dataset,0.855
"Amsterdam UMC, location VUmc",Hogeschool van Amsterdam,Netherlands,Europe,university_dataset,0.855
Amsterdam UMC,Hogeschool van Amsterdam,Netherlands,Europe,university_dataset,0.855
Nanjing university,Nanjing University,China,China,university_dataset,0.9444444444444444
University of Central Florida,University of Central Florida,United States,United States,university_dataset,1.0
Ohio State University,The Ohio State University,United States,United States,manual_substring,0.9
Alan Turing Institute,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
University of Michigan - Ann Arbor,University of Michigan - Ann Arbor,United States,United States,manual_substring,0.9
Universitat Pompeu Fabra,Universitat Pompeu Fabra,Spain,Europe,manual_substring,0.9
"Meta, FAIR",Meta AI,United States,United States,manual_substring,0.9
Broad Institute,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Politecnico di Milano,Politecnico di Milano,Italy,Europe,manual_substring,0.9
Yahoo,Yahoo,United States,United States,manual_substring,0.9
MIT-IBM Watson AI Lab,IBM Research,United States,United States,manual_substring,0.9
"RWTH Aachen University, Rheinisch Westfälische Technische Hochschule Aachen",RWTH Aachen University,Germany,Europe,manual_substring,0.9
Monash University,Monash University,Australia,Asia-Pacific (excl. China),manual_substring,0.9
Technische Universität Dortmund,Technische Universität Dortmund,Germany,Europe,university_dataset,1.0
Lund University,Lund University,Sweden,Europe,manual_substring,0.9
University of Haifa,University of Haifa,Israel,Middle East & Africa,university_dataset,1.0
Universität Leipzig,Universität Leipzig,Germany,Europe,university_dataset,1.0
University of Bristol,University of Bristol,United Kingdom,Europe,manual_substring,0.9
Mines Saint-Etienne,South Dakota School of Mines and Technology,United States,United States,university_dataset,0.855
State University of New York at Binghamton,State University of New York at Binghamton,United States,United States,university_dataset,1.0
"Washington University, St. Louis","Washington University, Saint Louis",United States,United States,university_dataset,0.9393939393939393
Delft University of Technology,Delft University of Technology,Netherlands,Europe,manual_substring,0.9
Transluce,Transluce,Unknown,Other/Unknown,unknown,0.0
LinkedIn,LinkedIn,United States,United States,manual_substring,0.9
artificial intelligence research institute,artificial intelligence research institute,Unknown,Other/Unknown,unknown,0.0
ByteDance / TikTok,ByteDance,China,China,manual_substring,0.9
Sharif University of Technology,Sharif University of Technology,Iran,Middle East & Africa,university_dataset,1.0
Adobe Systems,Adobe Research,United States,United States,manual_substring,0.9
University of Bonn,University of Benin,Nigeria,Middle East & Africa,university_dataset,0.9189189189189189
Halmstad University,Halmstad University College,Sweden,Europe,university_dataset,0.95
Glenn Research Center,University of Pittsburgh Medical Center,United States,United States,university_dataset,0.855
CentraleSupelec,Central Supélec,France,Europe,university_dataset,0.8666666666666667
VESSL AI,VESSL AI,Unknown,Other/Unknown,unknown,0.0
Aptiv Pittsburgh Technology Center,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Beijing Institute of Technology,Beijing Institute of Technology,China,China,manual_substring,0.9
NEC Labs,NEC Labs,Unknown,Other/Unknown,unknown,0.0
Inria,Inria,France,Europe,manual_exact,1.0
IRIT,IRIT,Unknown,Other/Unknown,unknown,0.0
"Ecole Centrale Marseille, Computer Science Lab  - Aix Marseille University, Marseille - CNRS, France",Collège de France,France,Europe,university_dataset,0.9
University of Birmingham,University of Birmingham,United Kingdom,Europe,manual_substring,0.9
Dzine AI,Dzine AI,Unknown,Other/Unknown,unknown,0.0
"Courant Institute of Mathematical Sciences, NYU",New York University,United States,United States,manual_substring,0.9
Meta AI (FAIR),Meta AI,United States,United States,manual_substring,0.9
Yelp Inc,Yelp Inc,Unknown,Other/Unknown,unknown,0.0
Indian Institute of Science,Indian Institute of Science,India,Asia-Pacific (excl. China),university_dataset,1.0
University of Pisa,University of Pisa,Italy,Europe,university_dataset,1.0
Pontificia Universidad Catolica de Chile,Pontificia Universidad Catolica de Chile,Chile,Latin America,university_dataset,1.0
